*2020_STATIONINFO_INFOSTATION,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
*DEFINITIONS_DÉFINITIONS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
************************************2020_STATIONINFO_INFOSTATION************************************,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NAPS_ID,Station_Name,Status,Location_Address,City,P/T,Postal_Code,Timezone,Latitude,Longitude,Elevation,Start_Year,End_Year,Combined_Stations,Inlet_Height,Network,SO2,CO,NO2,NO,NOX,O3,PM_25_Continuous,PM_10_Continuous,PM_2.5_RM,PM10-2.5,PM2.5_SPEC,VOC,Carbonyl,PAH,Site_Type,Urbanization,Neighbourhood,Land_Use,Scale,PC,CD,CSD,CMA/CA,AQMS_Airzone,Core_Site
Identifiant_SNPA,Nom de la station,Statut,Emplacement_Address,Ville,P/T,Code_postal,Fuseau_horaire,Latitude,Longitude,Élévation,Début_année,Fin_année,Stations_combinées,Hauteur_entrée,Réseau,SO2,CO,NO2,NO,NOX,O3,PM25_en_continu,PM10_en_continu,PM_2.5_MR,PM10-2.5,PM2.5_SPEC,COV,Carbonyle,HAP,Type_de_site,Urbanisation,Quartier,Utilisation_du_sol,Échelle,PC,CD,CSD,CMA/CA,SGQA_zones_atmosphérique,Sites_principaux
70116,SMITH & KING,0,SMITH & KING,WINNIPEG,MANITOBA,R3B 2H2,-6,49.89583,-97.14389,237,1975-01-08,30/04/1984,,,N,,,,,,,,,,,,,,,PE,LU,P6,R,na,Winnipeg (MA.),11. Division No. 11,"Winnipeg, CY 11 040","602. Winnipeg, CMA/RMR",tbd,
70118,SCOTIA,1,299 SCOTIA ST.,WINNIPEG,MANITOBA,R2V 1W3,-6,49.93207,-97.11317,227,1976-01-01,,,4,N,,,X,X,X,X,X,,,,,,,,PE,LU,P5,R,NE,Winnipeg (MA.),11. Division No. 11,"Winnipeg, CY 11 040","602. Winnipeg, CMA/RMR",tbd,
70119,ELLEN,1,65 ELLEN STREET,WINNIPEG,MANITOBA,R3A 0Z8,-6,49.89799,-97.14653,229,1978-01-01,,,3,N,X,X,X,X,X,X,X,X,X,,,X,X,,PE,LU,P6,R,MD,Winnipeg (MA.),11. Division No. 11,"Winnipeg, CY 11 040","602. Winnipeg, CMA/RMR",tbd,2
70120,ST. VITAL - ST.BONIFACE COMMUN,0,604 ST. MARY'S RD.,WINNIPEG,MANITOBA,R2M 3L5,-6,49.86278,-97.11194,230,1979-01-10,31/08/1985,,,N,,,,,,,,,,,,,,,PE,LU,P5,R,na,Winnipeg (MA.),11. Division No. 11,"Winnipeg, CY 11 040","602. Winnipeg, CMA/RMR",tbd,
70121,301 WESTON STREET,0,301 Weston,WINNIPEG,MANITOBA,R3E 3H4,-6,49.8,-97.1,227,1995-01-01,,,,N,,,,,,,,,,,,,,,PE,LU,P4,R,na,Winnipeg (MA.),11. Division No. 11,"Winnipeg, CY 11 040","602. Winnipeg, CMA/RMR",tbd,
70201,11TH ST. & PRINCESS AVE.,0,11TH ST. & PRINCESS AVE.,BRANDON,MANITOBA,R7A 0P9,-6,49.84693,-99.95258,379,1974-01-01,1978-12-31,,,N,,,,,,,,,,,,,,,PE,MU,P3,R,na,Brandon (MA.),07. Division No. 7,"Brandon, CY 07 062","610. Brandon, CA/AR",tbd,
70202,12TH ST. & HILL AVE.,0,12TH ST. & HILL AVE.,BRANDON,MANITOBA,,-6,49.83187,-99.95402,388,1978-01-01,1979-12-31,,,N,,,,,,,,,,,,,,,PE,MU,P3,R,na,Brandon (MA.),07. Division No. 7,"Brandon, CY 07 062","610. Brandon, CA/AR",tbd,
70203,BRANDON,1,1430 VICTORIA AVENUE EAST (Assiniboine Community College),BRANDON,MANITOBA,R7A 2A9,-6,49.83918,-99.9206,385,1987-01-01,,,3.5,N,X,,X,X,X,X,X,X,,,,,,,PE,MU,P3,I,NE,Brandon (MA.),07. Division No. 7,"Brandon, CY 07 062","610. Brandon, CA/AR",tbd,
70301,FLIN FLON,1,143 MAIN STREET,FLIN FLON,MANITOBA,R8A 1K2,-6,54.76852,-101.87747,339,2002-01-01,,,12,N,X,,X,X,X,X,X,X,X,X,,,,,T,SU,P2,R,NE,Flin Flon (Manitoba part / partie de Manitoba),21. Division No. 21,"Flin Flon (Part), CY 21 064",,tbd,2
70501,THOMPSON WESTWOOD,1,48 THOMPSON DRIVE N,THOMPSON,MANITOBA,R8N 0C5,-6,55.74719,-97.87353,205,2011-01-01,,,,N,X,,,,,X,X,X,,,,,,,PS,SU,P3,R,NE,Thompson (MA.),22. Division No. 22,"Thompson, CY 22 046","640. Thompson, CA/AR",tbd,
80102,3211 ALBERT STREET,0,3211 ALBERT STREET,REGINA,SASKATCHEWAN,S4S 5W6,-6,50.4275,-104.615,574,1974-01-01,31/12/1998,,,N,,,,,,,,,,,,,,,PE,LU,P4,R,na,Regina (SK.),06. Division No. 6,"Regina, CY 06 027","705. Regina, CMA/RMR",Great Plains Air Zone,
80108,12TH AVENUE & SMITH ST.,0,12TH AVENUE & SMITH ST.,REGINA,SASKATCHEWAN,,-6,50.39889,-104.61389,577,1974-01-01,1978-12-31,,,N,,,,,,,,,,,,,,,PE,LU,P3,R,na,Regina (SK.),06. Division No. 6,"Regina, CY 06 027","705. Regina, CMA/RMR",Great Plains Air Zone,
80109,1620 ALBERT STREET,0,1620 ALBERT STREET,REGINA,SASKATCHEWAN,S4P 2S6,-6,50.45306,-104.61778,584,1978-01-01,1986-12-31,,,N,,,,,,,,,,,,,,,PE,LU,P4,R,na,Regina (SK.),06. Division No. 6,"Regina, CY 06 027","705. Regina, CMA/RMR",Great Plains Air Zone,
80110,REGINA-2505 11TH. AVENUE,0,2505 11TH. AVENUE,REGINA,SASKATCHEWAN,S4P 0K6,-6,50.45017,-104.61722,585,1986-01-01,2013-12-31,80111,,N,X,X,X,X,X,X,,,,,,,,,PE,LU,P4,R,NE,Regina (SK.),06. Division No. 6,"Regina, CY 06 027","705. Regina, CMA/RMR",Great Plains Air Zone,
80111,REGINA,1,1621 ALBERT ST.,REGINA,SASKATCHEWAN,S4P 2S5 ,-6,50.4527,-104.616,585,2014-01-01,,80110,,N,X,,X,X,X,X,X,X,X,,,X,,,PE,LU,P4,R,NE,Regina (SK.),06. Division No. 6,"Regina, CY 06 027","705. Regina, CMA/RMR",Great Plains Air Zone,2
80202,CITY LIBRARY,0,4TH AVE. & 23RD ST.,SASKATOON,SASKATCHEWAN,,-6,52.12964,-106.65959,478,1974-01-01,1979-12-31,,,N,,,,,,,,,,,,,,,PE,LU,P4,R,na,Saskatoon (SK.),11. Division No. 11,"Saskatoon, CY 11 066","725. Saskatoon, CMA/RMR",Western Yellowhead Air Management Zone,
80203,PORTEOUS LODGE,0,30TH ST. & 105 AVENUE,SASKATOON,SASKATCHEWAN,,-6,52.13889,-106.69389,498,1974-01-06,31/03/1981,,,N,,,,,,,,,,,,,,,PE,LU,P4,R,na,Saskatoon (SK.),11. Division No. 11,"Saskatoon, CY 11 066","725. Saskatoon, CMA/RMR",Western Yellowhead Air Management Zone,
80209,IDYLWYLD DR. & 33RD ST.,0,IDYLWYLD DR. & 33RD ST.,SASKATOON,SASKATCHEWAN,,-6,52.14333,-106.66889,504,1979-01-01,1992-12-31,,,N,,,,,,,,,,,,,,,PE,LU,P4,I,na,Saskatoon (SK.),11. Division No. 11,"Saskatoon, CY 11 066","725. Saskatoon, CMA/RMR",Western Yellowhead Air Management Zone,
80210,CENTRAL HAVEN,0,1020 AVE I NORTH,SASKATOON,SASKATCHEWAN,S7L 2H7,-6,52.14306,-106.67667,503,1991-01-09,31/12/1998,,,N,,,,,,,,,,,,,,,PE,LU,P4,R,na,Saskatoon (SK.),11. Division No. 11,"Saskatoon, CY 11 066","725. Saskatoon, CMA/RMR",Western Yellowhead Air Management Zone,
80211,SASKATOON-CORMAN PARK,1,511 1ST AVENUE NORTH,SASKATOON,SASKATCHEWAN,S7K 1X5,-6,52.13613,-106.66293,483,1992-01-01,,,5,N,X,,X,X,X,X,X,,X,,,,,,PE,LU,P4,R,MD,Saskatoon (SK.),11. Division No. 11,"Saskatoon, CY 11 066","725. Saskatoon, CMA/RMR",Western Yellowhead Air Management Zone,2
80301,FAIRFORD ST. & 1ST AVE.,0,FAIRFORD ST. & 1ST AVE.,MOOSEJAW,SASKATCHEWAN,,-6,50.39444,-105.53833,581,1974-01-01,1983-12-31,,,N,,,,,,,,,,,,,,,PE,MU,P3,R,na,Moose Jaw (SK.),07. Division No. 7,"Moose Jaw, CY 07 039","715. Moosejaw, CA/AR",Great Plains Air Zone,
80302,110 OMINICA STREET,0,110 OMINICA STREET,MOOSEJAW,SASKATCHEWAN,,-6,50.39345,-105.53759,548,1984-01-09,31/12/1987,,,N,,,,,,,,,,,,,,,PE,MU,P3,R,na,Moose Jaw (SK.),07. Division No. 7,"Moose Jaw, CY 07 039","715. Moosejaw, CA/AR",Great Plains Air Zone,
80401,1257 - 1ST AVE. EAST,0,1257 - 1ST AVE. EAST,PRINCE ALBERT,SASKATCHEWAN,,-6,53.20306,-105.75278,455,1975-01-01,1983-12-31,,,N,,,,,,,,,,,,,,,PE,MU,P3,R,na,Prince Albert (SK.),15. Division No. 15,"Prince Albert, CY 15 066","745. Prince Albert, CA/AR",Northeast Air Zone,
80402,PRINCE ALBERT,1,63 - 12TH STREET EAST,PRINCE ALBERT,SASKATCHEWAN,S6V 1C6,-6,53.201694,-105.75203,436,2005-01-01,,,,N,X,,X,X,X,X,X,,,,,,,,PE,MU,P3,R,NE,Prince Albert (SK.),15. Division No. 15,"Prince Albert, CY 15 066","745. Prince Albert, CA/AR",Northeast Air Zone,
80501,1 ST. & 14TH AVE.,0,1 ST. & 14TH AVE.,ESTEVAN,SASKATCHEWAN,S4A 0M5,-6,49.14083,-103.00111,565,1984-01-01,1988-12-31,,,N,,,,,,,,,,,,,,,PE,SU,P3,R,na,Estevan (SK.),01. Division No. 1,"Estevan No. 5, RM 01 022","750. Estevan, CA/AR",Southeast Saskatchewan Air Zone,
80502,528 1a STREET,1,528 1a STREET,ESTEVAN,SASKATCHEWAN,S4A 0C4,-6,49.13235,-102.98499,563,2017-01-01,,,,N,X,,X,X,X,X,X,,,,,,,,PS,SU,P3,R,NA,Estevan (SK.),01. Division No. 1,"Estevan No. 5, RM 01 022","750. Estevan, CA/AR",Southeast Saskatchewan Air Zone,
80601,44TH ST. & 48TH AVE.,0,44TH ST. & 48TH AVE.,LLOYDMINSTER,SASKATCHEWAN,,-6,53.27833,-110,646,1984-01-01,1987-12-31,,,N,,,,,,,,,,,,,,,PE,MU,P3,R,na,Lloydminster (SK.),17. Division No. 17,"Lloydminster (part), CY 17 029","840. Lloyminster, CA/AR",Western Yellowhead Air Management Zone,
80701,CORONACH,0,SE CORNER OF CORONACH,CORONACH,SASKATCHEWAN,,-6,49.11667,-105.51667,786,1991-01-01,1992-12-31,,,N,,,,,,,,,,,,,,,RB,NU,P2,A,na,none,03. Division No. 3,"Hart Butte No. 11, RM 03 001",,Grasslands Air Zone,
80801,PENSE,0,324 NORTH FRONT ST.,PENSE,SASKATCHEWAN,,-6,50.34861,-104.98333,581,1992-01-01,1993-12-31,,,N,,,,,,,,,,,,,,,RB,NU,P1,A,na,none,06. Division No. 6,"Regina, CY 06 027","705. Regina, CMA/RMR",Great Plains Air Zone,
80901,BRATT'S LAKE,0,RADIATION OBSERVATORY,BRATT'S LAKE,SASKATCHEWAN,,-6,50.20081,-104.71072,595,1998-01-01,2013-12-31,,,C,,,,,,X,,,,,,,,,RB,NU,P1,A,RE,none,06. Division No. 6,"Bratt's Lake No. 129, RM 06 013",,Great Plains Air Zone,
81001,SPEEDY CREEK,1,1200 BEGG ST. W,SWIFT CURRENT,SASKATCHEWAN,S9H 0G8,-6,50.285833,-107.81689,753,2009-01-01,,,,N,X,,X,X,X,X,X,,,,,,,,PE,SU,P3,R,NE,Swift Current (SK.),08. Division No. 8,"Swift Current, CY 08 004","720. Swift Current, CA/AR",Grasslands Air Zone,
82001,PINEHOUSE LAKE,1,REMOTE STATION,PINEHOUSE LAKE,SASKATCHEWAN,,-6,55.50333,-106.72167,510,2016-01-01,,,,C,,,,,,X,,,,,,,,,RB,NU,P1,F,RE,none,18. Division No. 18,"Division No .18, Unorganized",,Boreal Air Zone,
82002,BUFFALO NARROWS,1,BUFFALO NARROWS FOREST PROTECTION BASE ,BUFFALOW NARROWS,SASKATCHEWAN,S0M 0J0,-6,55.834566,-108.403332,425,2017-01-01,,,,N,X,,X,X,X,X,X,X,,,,,,,RB,SU,P2,C,RE,,Division No. 18,"BUFFALO NARROWS, NORTHERN VILLAGE",,Boreal Air Zone,
82101,Flat Valley,1,Flat Valley,FLAT VALLEY,SASKATCHEWAN,S0M 1A0,-6,54.29489,-109.20947,506,2018-08-01,,,6,C,,,,,,X,,,,,,,,,RB,NU,P2,A,RE,,17. Division No. 17,"Beaver River No. 622, RM, Sask.",,Western Yellowhead Air Management Zone,
90103,146 ST. & 92ND AVENUE,0,146 ST. & 92ND AVENUE,EDMONTON,ALBERTA,T5R 0W4,-7,53.52626,-113.57091,667,1974-01-01,30/06/1979,,,N,,,,,,,,,,,,,,,PE,LU,P5,R,na,Edmonton (AB.),11. Division No. 11,"Edmonton, CY 11 061","835. Edmonton, CMA/RMR",North Saskatchewan,
90109,149 ST. & 115 AVENUE,0,149 ST. & 115 AVENUE,EDMONTON,ALBERTA,T5M 1W9,-7,53.56519,-113.57793,676,1974-01-01,30/06/1980,,,N,,,,,,,,,,,,,,,PE,LU,P4,I,na,Edmonton (AB.),11. Division No. 11,"Edmonton, CY 11 061","835. Edmonton, CMA/RMR",North Saskatchewan,
90114,109TH ST. & 98TH AVENUE,0,109TH ST. & 98TH AVENUE,EDMONTON,ALBERTA,T5K 0C8,-7,53.53555,-113.50896,666,1974-01-01,1976-12-31,,,N,,,,,,,,,,,,,,,PE,LU,P5,R,na,Edmonton (AB.),11. Division No. 11,"Edmonton, CY 11 061","835. Edmonton, CMA/RMR",North Saskatchewan,
90118,73 AVENUE & 95 STREET,0,73 AVENUE & 95 STREET,EDMONTON,ALBERTA,T6E 1A9,-7,53.50962,-113.47359,670,1974-01-01,30/06/1980,,,N,,,,,,,,,,,,,,,PE,LU,P4,R,na,Edmonton (AB.),11. Division No. 11,"Edmonton, CY 11 061","835. Edmonton, CMA/RMR",North Saskatchewan,
90120,EDMONTON SOUTH,1,6240 113 STREET,EDMONTON,ALBERTA,T6H 3L2,-7,53.50022,-113.526056,681,2005-01-01,,,5,N,X,X,X,X,X,X,X,,,,,,,,PE,LU,P4,R,NE,Edmonton (AB.),11. Division No. 11,"Edmonton, CY 11 061","835. Edmonton, CMA/RMR",North Saskatchewan,
90121,EDMONTON EAST,1,17 STREET & 105 AVENUE,EDMONTON,ALBERTA,T6P 1R2,-7,53.54823,-113.36811,670,1974-01-01,,,4,N,X,X,X,X,X,X,X,,,,,X,,,PS,LU,P3,I,MD,Edmonton (AB.),11. Division No. 11,"Strathcona County, SM 11 052","835. Edmonton, CMA/RMR",North Saskatchewan,
90122,EDMONTON NORTHWEST,0,13335 127 ST,EDMONTON,ALBERTA,T5L 1B5,-7,53.59472,-113.53889,678,1974-01-01,2011-12-31,,,N,,X,X,X,X,X,,X,,,,,,,PE,LU,P4,R,na,Edmonton (AB.),11. Division No. 11,"Edmonton, CY 11 061","835. Edmonton, CMA/RMR",North Saskatchewan,
90123,100 ST. & 102 AVENUE,0,100 ST. & 102 AVENUE,EDMONTON,ALBERTA,T5J 5B6,-7,53.54378,-113.4905,675,1974-01-01,29/02/1980,,,N,,,,,,,,,,,,,,,PE,LU,P5,R,na,Edmonton (AB.),11. Division No. 11,"Edmonton, CY 11 061","835. Edmonton, CMA/RMR",North Saskatchewan,
90125,PRINS ELIZABETH & 108 ST,0,PRINS ELIZABETH & 108 ST,EDMONTON,ALBERTA,T5G 0Y6,-7,53.56409,-113.50695,674,1974-01-01,31/12/1990,,,N,,,,,,,,,,,,,,,T,LU,P5,R,na,Edmonton (AB.),11. Division No. 11,"Edmonton, CY 11 061","835. Edmonton, CMA/RMR",North Saskatchewan,
90126,77 AVENUE & 85 STREET,0,77 AVENUE & 85 STREET,EDMONTON,ALBERTA,T6C 0L5,-7,53.51278,-113.45639,670,1974-01-01,31/12/1990,,,N,,,,,,,,,,,,,,,PE,LU,P4,R,na,Edmonton (AB.),11. Division No. 11,"Edmonton, CY 11 061","835. Edmonton, CMA/RMR",North Saskatchewan,
90127,115 AVENUE & 159 STREET,0,115 AVENUE & 159 STREET,EDMONTON,ALBERTA,,-7,53.5675,-113.59917,683,1974-01-01,31/12/1990,,,N,,,,,,,,,,,,,,,PE,LU,P3,I,na,Edmonton (AB.),11. Division No. 11,"Edmonton, CY 11 061","835. Edmonton, CMA/RMR",North Saskatchewan,
90128,99 AVENUE & 160 STREET,0,99 AVENUE & 160 STREET,EDMONTON,ALBERTA,T5P 3E3,-7,53.5375,-113.59611,672,1974-01-01,31/12/1990,,,N,,,,,,,,,,,,,,,PE,LU,P4,R,na,Edmonton (AB.),11. Division No. 11,"Edmonton, CY 11 061","835. Edmonton, CMA/RMR",North Saskatchewan,
90129,101 AVENUE & 17 STREET,0,101 AVENUE & 17 STREET,EDMONTON,ALBERTA,,-7,53.5375,-113.59611,672,1974-01-01,29/02/1976,,,N,,,,,,,,,,,,,,,PE,LU,P4,R,na,Edmonton (AB.),11. Division No. 11,"Edmonton, CY 11 061","835. Edmonton, CMA/RMR",North Saskatchewan,
90130,EDMONTON CENTRAL,1,10255 - 104TH STREET,EDMONTON,ALBERTA,T5J 1B1,-7,53.54445,-113.49884,663,1976-01-01,,,8.5,N,,X,X,X,X,X,X,,,,,X,,,PE,LU,P5,R,MD,Edmonton (AB.),11. Division No. 11,"Edmonton, CY 11 061","835. Edmonton, CMA/RMR",North Saskatchewan,
90131,SHERWOOD PARK,0,BROADMOOR BLVD,SHERWOOD PARK,ALBERTA,,-7,53.53194,-113.32056,717,2001-01-01,2004-12-31,,,N,X,,,,,,,,,,,,,,PE,MU,P3,R,na,Edmonton (AB.),11. Division No. 11,"Strathcona County, SM 11 052","835. Edmonton, CMA/RMR",North Saskatchewan,
90132,EDMONTON MCINTYRE,1,4946-89 STREET,EDMONTON,ALBERTA,T6E 5K1,-7,53.486,-113.4646,682,2008-01-01,,,7,N,,,,,,,X,,X,X,X,,,X,PE,LU,P4,I,MD,Edmonton (AB.),11. Division No. 11,"Edmonton, CY 11 061","835. Edmonton, CMA/RMR",North Saskatchewan,1
90133,EDMONTON - WOODCROFT,1,,EDMONTON,ALBERTA,T5M 4B6,-7,53.564411,-113.562583,670,2015-01-01,,,,N,X,,X,X,X,X,X,,,,,,,,PE,LU,P4,P,na,Edmonton (AB.),11. Division No. 11,"Edmonton, CY 11 061","835. Edmonton, CMA/RMR",North Saskatchewan,
90134,SHERWOOD PARK-2,1,OTTWELL HOUSE PARK,SHERWOOD PARK,ALBERTA,T8A 4G9,-7,53.532092,-113.320983,709,2016-01-01,,,,N,X,,X,X,X,X,X,,,,,,,,T,LU,P3,R,NE,Edmonton (AB.),11. Division No. 11,"Strathcona County, SM 11 052","835. Edmonton, CMA/RMR",North Saskatchewan,
90135,ARDROSSAN,1,,ARDROSSAN,ALBERTA,T8E 2A2,-7,53.554691,-113.144905,707,2015-01-01,,,,N,X,,X,X,X,X,X,,,,,,,,PE,SU,P2,R,NE,Edmonton (AB.),11. Division No. 11,"Strathcona County, SM 11 052","835. Edmonton, CMA/RMR",North Saskatchewan,
90136,ST. ALBERT,1,37 SUNSET BLVD,ST. ALBERT,ALBERTA,T8N 0N6,-7,53.626908,-113.611883,681,2016-01-01,,,,N,,X,X,X,X,X,X,,,,,,,,PE,MU,P4,R,na,Edmonton (AB.),11. Division No. 11,"St. Albert, CY 11 062","835. Edmonton, CMA/RMR",North Saskatchewan,
90140,EDMONTON MCCAULEY,1,9619 - 105A AVENUE NW,EDMONTON,ALBERTA,T5H 2H6,-7,53.5495,-113.4859,1100,13/09/2019,,,4.7,N,,X,X,X,X,X,X,,,,,X,,,PE,LU,P4,R,NE,Edmonton (AB.),11. Division No. 11,"Edmonton, CY 11 061","835. Edmonton, CMA/RMR",North Saskatchewan,
90203,407-31 AVENUE N.W.,0,407-31 AVENUE N.W.,CALGARY,ALBERTA,,-7,51.08048,-114.06784,1082,1974-01-01,30/06/1980,,,N,,,,,,,,,,,,,,,PE,LU,P5,R,na,Calgary (AB.),06. Division No. 6,"Calgary, CY 06 016","825. Calgary, CMA/RMR",South Saskatchewan,
90204,316-7TH AVENUE,0,316-7TH AVENUE,CALGARY,ALBERTA,,-7,51.045,-114.04861,1044,1974-01-01,27/04/1987,,,N,,,,,,,,,,,,,,,PE,LU,P5,P,na,Calgary (AB.),06. Division No. 6,"Calgary, CY 06 016","825. Calgary, CMA/RMR",South Saskatchewan,
90216,GLENMORE TRAIL & 18 ST.,0,GLENMORE TRAIL & 18 ST.,CALGARY,ALBERTA,,-7,51.00361,-114.09889,1089,1974-01-01,30/06/1980,,,N,,,,,,,,,,,,,,,PE,LU,P5,P,na,Calgary (AB.),06. Division No. 6,"Calgary, CY 06 016","825. Calgary, CMA/RMR",South Saskatchewan,
90218,CALGARY EAST,0,49 AVENUE & 15TH STREET S.E.,CALGARY,ALBERTA,,-7,51.00943,-114.02542,1029,1974-01-01,2011-12-31,,,N,X,X,X,X,X,X,X,,,,,,,,PS,LU,P4,O,NE,Calgary (AB.),06. Division No. 6,"Calgary, CY 06 016","825. Calgary, CMA/RMR",South Saskatchewan,
90219,620-7TH AVENUE S.W.,0,620-7TH AVENUE S.W.,CALGARY,ALBERTA,,-7,51.04694,-114.07472,1048,1974-01-01,1979-12-31,,,N,,,,,,,,,,,,,,,PE,LU,P6,R,na,Calgary (AB.),06. Division No. 6,"Calgary, CY 06 016","825. Calgary, CMA/RMR",South Saskatchewan,
90220,26 AVE. & 4 STREET N.W.,0,26 AVE. & 4 STREET N.W.,CALGARY,ALBERTA,,-7,51.07606,-114.07148,1090,1974-01-01,27211,,,N,,,,,,,,,,,,,,,PE,LU,P5,R,na,Calgary (AB.),06. Division No. 6,"Calgary, CY 06 016","825. Calgary, CMA/RMR",South Saskatchewan,
90221,DALHOUSIE DR & DALHAM DR,0,DALHOUSIE DR & DALHAM DR,CALGARY,ALBERTA,,-7,51.10611,-114.15167,1140,1974-01-01,30/06/1990,,,N,,,,,,,,,,,,,,,PE,LU,P4,R,na,Calgary (AB.),06. Division No. 6,"Calgary, CY 06 016","825. Calgary, CMA/RMR",South Saskatchewan,
90222,CALGARY NORTHWEST,0,39 ST. & 29 AVE. N.W.,CALGARY,ALBERTA,T3B 2V3,-7,51.079222,-114.141828,1120,1974-01-01,43251,,3.5,N,,X,X,X,X,X,X,,,,,,,,PE,LU,P4,R,NE,Calgary (AB.),06. Division No. 6,"Calgary, CY 06 017","825. Calgary, CMA/RMR",South Saskatchewan,
90223,11 ST. & 38 AVE. S.E.,0,11 ST. & 38 AVE. S.E.,CALGARY,ALBERTA,,-7,51.02056,-114.03361,1042,1974-01-01,31/12/1990,,,N,,X,X,X,X,X,X,,,,,,,,PE,LU,P4,I,na,Calgary (AB.),06. Division No. 6,"Calgary, CY 06 017","825. Calgary, CMA/RMR",South Saskatchewan,
90224,OGDENDALE & 71 AVE S.E.,0,OGDENDALE & 71 AVE S.E.,CALGARY,ALBERTA,,-7,50.98861,-113.98944,1024,1974-01-01,31/12/1990,,,N,,,,,,,,,,,,,,,PE,LU,P3,I,na,Calgary (AB.),06. Division No. 6,"Calgary, CY 06 017","825. Calgary, CMA/RMR",South Saskatchewan,
90225,PALLISER DR & OAKWOOD SW,0,PALLISER DR & OAKWOOD SW,CALGARY,ALBERTA,,-7,50.96944,-114.12472,1104,1974-01-01,31/12/1990,,,N,,,,,,,,,,,,,,,PE,LU,P4,R,na,Calgary (AB.),06. Division No. 6,"Calgary, CY 06 017","825. Calgary, CMA/RMR",South Saskatchewan,
90226,SHEPPARD & 84 AVE S.E.,0,SHEPPARD & 84 AVE S.E.,CALGARY,ALBERTA,,-7,50.97806,-113.99306,1036,1974-01-01,31/12/1989,,,N,,,,,,,,,,,,,,,T,LU,P3,I,na,Calgary (AB.),06. Division No. 6,"Calgary, CY 06 017","825. Calgary, CMA/RMR",South Saskatchewan,
90227,CALGARY CENTRAL,0,611-4TH STREET S.W.,CALGARY,ALBERTA,,-7,51.04778,-114.07556,1044,1979-01-01,2008-12-31,90228,,N,,,,,,,,,,,,,,,PE,LU,P6,R,na,Calgary (AB.),06. Division No. 6,"Calgary, CY 06 017","825. Calgary, CMA/RMR",South Saskatchewan,
90228,CALGARY CENTRAL-2,0,620 7TH ave SW,CALGARY,ALBERTA,T2P 0Y8,-7,51.04701,-114.07564,105,2008-01-01,31/04/2015,90230,,N,,X,X,X,X,X,X,X,X,X,,X,,,PE,LU,P6,R,MD,Calgary (AB.),06. Division No. 6,"Calgary, CY 06 016","825. Calgary, CMA/RMR",South Saskatchewan,2
90229,CALGARY SOUTHEAST,1,4700 110 AVENUE SE,CALGARY,ALBERTA,T2C 2T7,-7,50.955122,-113.969742,1032,2015-01-01,,,,N,X,X,X,X,X,X,X,,,,,,,,PE,LU,P3,I,MD,Calgary (AB.),06. Division No. 6,"Calgary, CY 06 016","825. Calgary, CMA/RMR",South Saskatchewan,
90230,CALGARY CENTRAL - INGLEWOOD,1,2425 9th Ave SE,CALGARY,ALBERTA,T2G 0V7,-7,51.0309,-114.0091,1038,2015-04-01,,"90227, 90228",3,N,,X,X,X,X,X,X,,X,X,,X,,,PE,LU,P4,P,UR,Calgary (AB.),06. Division No. 6,"Calgary, CY 06 016","825. Calgary, CMA/RMR",South Saskatchewan,
90235,CALGARY - VARSITY,1,3303 - 33 STREET NW,CALGARY,ALBERTA,T2L 2A7,-7,51.082655,-114.138827,1100,2018-01-06,,,4,N,,X,X,X,X,X,X,,,,,,,,NS,LU,P4,R,NE,Calgary (AB.),06. Division No. 6,"Calgary, CY 06 016","825. Calgary, CMA/RMR",South Saskatchewan,
90250,AIRDRIE,1,CHINOOK WINDS PARK,AIRDRIE,ALBERTA,T0M 0E0,-7,51.268078,-114.037794,1090,2017-01-01,,,,N,,X,X,X,X,X,X,,,,,,,,PE,MU,P4,P,,,,,,South Saskatchewan,
90301,4747 50TH STREET,0,4747 50TH STREET,RED DEER,ALBERTA,T0P 1C0,-7,52.26944,-113.80833,862,1974-01-01,30/06/1982,,,N,,,,,,,,,,,,,,,T,MU,P4,R,na,Red Deer (AB.),08. Division No. 8,"Red Deer, CY 08 011","830. Red Deer, CA/AR",Red Deer,
90302,RED DEER RIVERSIDE DRIVE,1,73 STREET & RIVERSIDE DRIVE,RED DEER,ALBERTA,T4P 4C2,-7,52.29867,-113.79352,858,2000-01-01,,,4.5,N,X,X,X,X,X,X,X,,,,,,,,PE,MU,P3,R,NE,Red Deer (AB.),08. Division No. 8,"Red Deer, CY 08 011","830. Red Deer, CA/AR",Red Deer,
90303,EDGAR INDUSTRIAL 2,0,6905 Edgar Industrial Drive,RED DEER,ALBERTA,,-7,52.297,-113.855,0,2005-01-01,2006-12-31,,,N,,,,,,,,,,,,,,,PE,MU,P3,C,na,Red Deer (AB.),08. Division No. 8,"Red Deer, CY 08 011","830. Red Deer, CA/AR",Red Deer,
90304,RED DEER - LANCASTER,1,11 LANCASTER DRIVE,RED DEER,ALBERTA,T4R 2X1,-7,52.24095,-113.765439,907,2015-01-01,,,,N,X,X,X,X,X,X,X,,,,,,,,T,MU,P4,R,NE,Red Deer (AB.),08. Division No. 8,"Red Deer, CY 08 011","830. Red Deer, CA/AR",Red Deer,
