*2020_STATIONINFO_INFOSTATION,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
*DEFINITIONS_DÉFINITIONS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
************************************2020_STATIONINFO_INFOSTATION************************************,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NAPS_ID,Station_Name,Status,Location_Address,City,P/T,Postal_Code,Timezone,Latitude,Longitude,Elevation,Start_Year,End_Year,Combined_Stations,Inlet_Height,Network,SO2,CO,NO2,NO,NOX,O3,PM_25_Continuous,PM_10_Continuous,PM_2.5_RM,PM10-2.5,PM2.5_SPEC,VOC,Carbonyl,PAH,Site_Type,Urbanization,Neighbourhood,Land_Use,Scale,PC,CD,CSD,CMA/CA,AQMS_Airzone,Core_Site
Identifiant_SNPA,Nom de la station,Statut,Emplacement_Address,Ville,P/T,Code_postal,Fuseau_horaire,Latitude,Longitude,Élévation,Début_année,Fin_année,Stations_combinées,Hauteur_entrée,Réseau,SO2,CO,NO2,NO,NOX,O3,PM25_en_continu,PM10_en_continu,PM_2.5_MR,PM10-2.5,PM2.5_SPEC,COV,Carbonyle,HAP,Type_de_site,Urbanisation,Quartier,Utilisation_du_sol,Échelle,PC,CD,CSD,CMA/CA,SGQA_zones_atmosphérique,Sites_principaux
60608,MARKET ST. COPPER CLIFF,0,MARKET ST. COPPER CLIFF,SUDBURY,ONTARIO,P0M 1N0,-5,46.46667,-81.06667,267,2000-01-01,2000-12-31,,,N,,,,,,,,,,,,,,,PE,MU,P2,R,na,Sudbury (ON.),53. Greater Sudbury / Grand Sudbury,"Greater Sudbury / Grand Sudbury, C 53 005","580. Greater Sudbury / Grand Sudbury, CMA/RMR",Zone 2 - Sudbury,
60609,RAMSEY LAKE ROAD _Sudbury_,0,1222 RAMSEY LAKE ROAD,SUDBURY,ONTARIO,P3E 6J7,-5,46.47567,-80.963,259,2004-01-01,2012-12-31,60607,,N,X,,,,,X,X,,,,,,,,PS,LU,P3,R,NE,Sudbury (ON.),53. Greater Sudbury / Grand Sudbury,"Greater Sudbury / Grand Sudbury, C 53 005","580. Greater Sudbury / Grand Sudbury, CMA/RMR",Zone 2 - Sudbury,
60610,SUDBURY,1,155 ELM STREET,SUDBURY,ONTARIO,P3C 1N3,-5,46.49194,-81.00311,271,2013-01-01,,"6,060,960,607",5,N,X,,X,X,X,X,X,,X,,,,,,PS,LU,P3,R,NE,Sudbury (ON.),53. Greater Sudbury / Grand Sudbury,"Greater Sudbury / Grand Sudbury, C 53 005","580. Greater Sudbury / Grand Sudbury, CMA/RMR",Zone 2 - Sudbury,
60701,PROV ONTARIO BUILDING,0,LAND REG. OFFICE / QUEEN STREET,SAULT STE. MARIE,ONTARIO,P6A 2J9,-5,46.51111,-84.33167,191,1974-01-01,31/10/1974,,,N,,,,,,,,,,,,,,,PE,MU,P3,R,na,Sault Ste. Marie (ON.),57. Algoma,"Sault Ste. Marie, CY 57 061","590. Sault Ste. Marie, CA/AR",Zone 2 - Sault Ste. Marie,
60702,ANNA MCREA PUBLIC SCHOOL,0,ANNA MCREA PUBLIC SCHOOL,SAULT STE. MARIE,ONTARIO,,-5,46.50806,-84.28056,190,1974-01-01,1980-04-30,,,N,,,,,,,,,,,,,,,PE,MU,P3,R,na,Sault Ste. Marie (ON.),57. Algoma,"Sault Ste. Marie, CY 57 061","590. Sault Ste. Marie, CA/AR",Zone 2 - Sault Ste. Marie,
60703,BAYVIEW & YOUNG,0,BAYVIEW & YOUNG,SAULT STE. MARIE,ONTARIO,,-5,46.55444,-84.38528,216,1974-01-01,31/12/1990,,,N,,,,,,,,,,,,,,,PE,MU,P3,A,na,Sault Ste. Marie (ON.),57. Algoma,"Sault Ste. Marie, CY 57 061","590. Sault Ste. Marie, CA/AR",Zone 2 - Sault Ste. Marie,
60704,QUEEN & ELGIN,0,QUEEN & ELGIN,SAULT STE. MARIE,ONTARIO,,-5,46.51194,-84.33333,183,1977-01-01,1983-12-31,,,N,,,,,,,,,,,,,,,PE,MU,P3,R,na,Sault Ste. Marie (ON.),57. Algoma,"Sault Ste. Marie, CY 57 061","590. Sault Ste. Marie, CA/AR",Zone 2 - Sault Ste. Marie,
60705,550 QUEEN STREET WEST,0,550 QUEEN STREET WEST,SAULT STE. MARIE,ONTARIO,P6A 1A6,-5,46.51944,-84.35556,187,1978-01-01,1980-12-31,,,N,,,,,,,,,,,,,,,PE,MU,P3,R,na,Sault Ste. Marie (ON.),57. Algoma,"Sault Ste. Marie, CY 57 061","590. Sault Ste. Marie, CA/AR",Zone 2 - Sault Ste. Marie,
60706,FARWELL PUMP HOUSE,0,FARWELL PUMP HOUSE,SAULT STE. MARIE,ONTARIO,,-5,46.52917,-84.36111,188,1983-01-01,1987-12-31,,,N,,,,,,,,,,,,,,,PE,MU,P3,I,na,Sault Ste. Marie (ON.),57. Algoma,"Sault Ste. Marie, CY 57 061","590. Sault Ste. Marie, CA/AR",Zone 2 - Sault Ste. Marie,
60707,WM. MERRIFIELD SCHOOL _Sault Ste. Marie_,0,331 PATRICK ST.,SAULT STE. MARIE,ONTARIO,P6C 3Y9,-5,46.52786,-84.35432,188,1987-01-01,2003-12-31,60709,,N,X,X,X,X,X,X,X,X,,,,,,,PE,MU,P3,I,na,Sault Ste. Marie (ON.),57. Algoma,"Sault Ste. Marie, CY 57 061","590. Sault Ste. Marie, CA/AR",Zone 2 - Sault Ste. Marie,
60708,BONNEY ST. PUMPHOUSE,0,BONNEY STREET,SAULT STE. MARIE,ONTARIO,,-5,46.51667,-84.38333,183,2000-01-01,2001-12-31,,,N,,,,,,,,,,,,,,,PE,MU,P3,I,na,Sault Ste. Marie (ON.),57. Algoma,"Sault Ste. Marie, CY 57 061","590. Sault Ste. Marie, CA/AR",Zone 2 - Sault Ste. Marie,
60709,SAULT COLLEGE _Sault Ste. Marie_,1,"443 NORTHERN AVE., SAULT COLLEGE",SAULT STE. MARIE,ONTARIO,P6B 4J1,-5,46.53319,-84.30992,244,2004-01-01,,60707,8,N,X,,X,X,X,X,X,,,,,,,,PS,MU,P3,C,NE,Sault Ste. Marie (ON.),57. Algoma,"Sault Ste. Marie, CY 57 061","590. Sault Ste. Marie, CA/AR",Zone 2 - Sault Ste. Marie,
60801,HOSPITAL,0,35 ALGOMA ST. NORTH,THUNDER BAY,ONTARIO,P7A 4Z6,-5,48.43694,-89.22389,212,1974-01-02,31/12/1991,,,N,,,,,,,,,,,,,,,PE,MU,P3,R,na,Thunder Bay (ON.),58. Thunder Bay,"Thunder Bay, CY 58 004","595. Thunder Bay, CMA/RMR",Zone 1 - Northern,
60802,185 GORE STREET,0,185 GORE STREET,THUNDER BAY,ONTARIO,P7E 3R2,-5,48.36583,-89.28778,192,1974-01-01,31/12/1983,,,N,,,,,,,,,,,,,,,PE,MU,P3,R,na,Thunder Bay (ON.),58. Thunder Bay,"Thunder Bay, CY 58 004","595. Thunder Bay, CMA/RMR",Zone 1 - Northern,
60805,521 MEMORIAL AVENUE,0,521 MEMORIAL AVENUE,THUNDER BAY,ONTARIO,P7B 3Y6,-5,48.42087,-89.23855,197,1974-01-01,31/12/1979,,,N,,,,,,,,,,,,,,,PE,MU,P3,I,na,Thunder Bay (ON.),58. Thunder Bay,"Thunder Bay, CY 58 004","595. Thunder Bay, CMA/RMR",Zone 1 - Northern,
60806,435 JAMES S.,0,435 JAMES S.,THUNDER BAY,ONTARIO,P7E 6S7,-5,48.37778,-89.29028,196,1976-01-01,1986-12-31,,,N,,,,,,,,,,,,,,,PE,MU,P3,I,na,Thunder Bay (ON.),58. Thunder Bay,"Thunder Bay, CY 58 004","595. Thunder Bay, CMA/RMR",Zone 1 - Northern,
60807,615 JAMES STREET SOUTH _THunder Bay_,0,615 JAMES STREET SOUTH,THUNDER BAY,ONTARIO,P7E 6P6,-5,48.37303,-89.29157,197,1986-01-01,2003-12-31,60809,,N,,,,,,,,,,,,,,,PE,MU,P3,R,na,Thunder Bay (ON.),58. Thunder Bay,"Thunder Bay, CY 58 004","595. Thunder Bay, CMA/RMR",Zone 1 - Northern,
60809,421 JAMES STREET SOUTH _Thunder Bay_,1,421 JAMES STREET SOUTH,THUNDER BAY,ONTARIO,P7E 6S8,-5,48.37939,-89.29017,192,2004-01-01,,60807,15,N,,,X,X,X,X,X,,,,,,,,PE,LU,P3,R,NE,Thunder Bay (ON.),58. Thunder Bay,"Thunder Bay, CY 58 004","595. Thunder Bay, CMA/RMR",Zone 1 - Northern,
60901,QUEEN'S PARK,0,KING & RECTORY,LONDON,ONTARIO,,-5,42.98917,-81.22417,205,1974-01-01,1995-12-31,,,N,,,,,,,,,,,,,,,PE,LU,P5,R,na,London (ON.),39. Middlesex,"London, CY 39 036","555. London, CMA/RMR",Zone 2 - Southern,
60902,372 DUNDAS,0,372 DUNDAS,LONDON,ONTARIO,N6B 1V7,-5,42.98639,-81.24083,247,1974-01-01,31/03/1987,,,N,,,,,,,,,,,,,,,PE,LU,P5,C,na,London (ON.),39. Middlesex,"London, CY 39 036","555. London, CMA/RMR",Zone 2 - Southern,
60903,LONDON AQI SITE _LONDON_ 900_HGHBURYAVE,0,900 HIGHBURY AVENUE,LONDON,ONTARIO,N5Y 1A4,-5,43.00672,-81.20642,273,1995-01-01,2012-12-31,60904,,N,X,X,X,X,X,X,X,,,,,,,,PE,LU,P4,R,NE,London (ON.),39. Middlesex,"London, CY 39 036","555. London, CMA/RMR",Zone 2 - Southern,
60904,LONDON,1,42 ST. JULIEN STREET,LONDON,ONTARIO,N5Z 2M5,-5,42.97446,-81.20086,244,2012-01-01,,60903,5,N,X,,X,X,X,X,X,,,,,X,,,PE,LU,P4,R,NE,London (ON.),39. Middlesex,"London, CY 39 036","555. London, CMA/RMR",Zone 2 - Southern,
61001,156 VICTORIA STREET,0,156 VICTORIA STREET,SARNIA,ONTARIO,,-5,42.97306,-82.40611,183,1974-01-01,1978-12-31,,,N,,,,,,,,,,,,,,,PE,MU,P3,R,na,Sarnia (ON.),38. Lambton,"Sarnia, CY 38 030","562. Sarnia, CA/AR",Zone 3 - Sarnia,
61002,YACHT CLUB,0,1220 FORT STREET,SARNIA,ONTARIO,,-5,43.00271,-82.41682,176,1974-01-01,31/12/1975,,,N,,,,,,,,,,,,,,,PE,MU,P3,W,na,Sarnia (ON.),38. Lambton,"Sarnia, CY 38 030","562. Sarnia, CA/AR",Zone 3 - Sarnia,
61003,LAMBTON COLLEGE,0,185 EXMOUTH STREET,SARNIA,ONTARIO,,-5,42.98306,-82.40306,182,1974-01-01,31/12/1975,,,N,,,,,,,,,,,,,,,PE,MU,P4,R,na,Sarnia (ON.),38. Lambton,"Sarnia, CY 38 030","562. Sarnia, CA/AR",Zone 3 - Sarnia,
61004,CENTENNIAL PARK _SARNIA_,0,FRONT ST. AT C.N. TRACKS/CENTENNIAL PARK,SARNIA,ONTARIO,N7T 7N8,-5,42.98228,-82.40508,182,20/07/1978,2015-12-31,61009,3,N,X,,X,X,X,X,X,,,,,X,,,PS,MU,P3,P,NE,Sarnia (ON.),38. Lambton,"Sarnia, CY 38 030","562. Sarnia, CA/AR",Zone 3 - Sarnia,
61005,MTC SHED,0,CON. RD 26 MANDAUMIN,SARNIA,ONTARIO,,-5,42.95,-82.2,206,1980-01-01,2001-12-31,,,N,,,,,,,,,,,,,,,RB,NU,P2,A,na,none,38. Lambton,"Sarnia, CY 38 030","562. Sarnia, CA/AR",Zone 3 - Sarnia,
61006,6TH. LINE MOORE TWSP,0,6TH. LINE MOORE TWSP,SARNIA,ONTARIO,,-5,42.96667,-82.4,185,2000-01-01,,,,N,,,,,,,,,,,,,,,PE,MU,P3,R,na,Sarnia (ON.),38. Lambton,"Sarnia, CY 38 030","562. Sarnia, CA/AR",Zone 3 - Sarnia,
61007,AAMJIWNAANG,1,1300 TASHMOO AVE./ LASALLE LINE,SARNIA,ONTARIO,N7T 8E5,-5,42.912545,-82.416816,180,2017-06-01,,,,N,X,,X,X,X,,X,,,,,X,,,RB,NU,P2,R,MD,none,38. Lambton,"Sarnia, CY 38 030","562. Sarnia, CA/AR",Zone 3 - Sarnia,
61008,SARNIA HARBOUR,0,"99 SEAWAY RD., POINT LANDS",SARNIA,ONTARIO,N7T 8E6,-5,42.98166,-82.414078,176,14/11/2015,2016-06-04,,,N,,,,,,,,,,,,,,,PE,MU,P3,W,MD,Sarnia (ON.),38. Lambton,"Sarnia, CY 38 030","562. Sarnia, CA/AR",Zone 3 - Sarnia,
61009,SARNIA,1,700 Christina St. N.,SARNIA,ONTARIO,N7V 3C2,-5,42.990263,-82.395341,182,2016-06-04,,61004,5,N,X,,X,X,X,X,X,,,,,X,,,PE,MU,P4,R,NE,Sarnia (ON.),38. Lambton,"Sarnia, CY 38 030","562. Sarnia, CA/AR",Zone 3 - Sarnia,
61102,139 GEORGE STREET,0,139 GEORGE STREET,PETERBOROUGH,ONTARIO,K9J 3G6,-5,44.29869,-78.31978,192,1975-01-04,1976-03-31,,,N,,,,,,,,,,,,,,,T,MU,P4,R,na,Peterborough (ON.),15. Peterborough,"Peterborough, CY 15 014","529. Peterborough, CMA/RMR",Zone 2 - Southern,
61103,500 GEORGE STREET,0,500 GEORGE STREET,PETERBOROUGH,ONTARIO,K9H 3R9,-5,44.30889,-78.32056,205,1977-01-01,1997-12-31,,,N,,,,,,,,,,,,,,,T,MU,P4,R,na,Peterborough (ON.),15. Peterborough,"Peterborough, CY 15 014","529. Peterborough, CMA/RMR",Zone 2 - Southern,
61104,10 HOSPITAL DRIVE _Peterborough_,1,10 HOSPITAL DRIVE,PETERBOROUGH,ONTARIO,K9J 8M1,-5,44.301833,-78.346386,226,1998-01-01,,,10,N,,,X,X,X,X,X,,,,,,,,PE,MU,P4,R,NE,Peterborough (ON.),15. Peterborough,"Peterborough, CY 15 014","529. Peterborough, CMA/RMR",Zone 2 - Southern,
61201,MEMORIAL PARK _Cornwall_,1,BEDFORD & THIRD ST.,CORNWALL,ONTARIO,K6J 4C2,-5,45.017981,-74.735314,55,1975-01-01,,,4,N,,,X,X,X,X,X,,,,,,,,PE,MU,P3,R,NE,Cornwall (ON.),"01. Stormont, Dundas and Glengarry","Cornwall, CY 01 012","501. Cornwall, CA/AR",Zone 2 - Southern,
61301,NORTH ST. & GENEVA ST.,0,NORTH ST. & GENEVA ST.,ST. CATHARINES,ONTARIO,,-5,43.16472,-79.23917,107,1976-01-01,1986-12-31,,,N,,,,,,,,,,,,,,,PE,LU,P5,R,na,St. Catharines - Niagara Falls (ON.),26. Niagara,"St. Catharines, CY 26 053","539. St. Catharines - Niagara, CMA/RMR",Zone 2 - Southern,
61302,ARGYLE CRESCENT _St. Catharines_,1,62 ARGYLE CRESCENT/ PUMP STN.,ST. CATHARINES,ONTARIO,L2P 2P4,-5,43.16006,-79.23475,105,1987-01-01,,,4,N,,,X,X,X,X,X,,,,,,,,PE,LU,P4,R,NE,St. Catharines - Niagara Falls (ON.),26. Niagara,"St. Catharines, CY 26 053","539. St. Catharines - Niagara, CMA/RMR",Zone 2 - Southern,
61303,71 KING STREET,0,71 KING STREET,ST. CATHARINES,ONTARIO,L2R 3H7,-5,43.1581,-79.24669,105,1988-01-01,31/07/1996,,,N,,,,,,,,,,,,,,,T,LU,P4,R,na,St. Catharines - Niagara Falls (ON.),26. Niagara,"St. Catharines, CY 26 053","539. St. Catharines - Niagara, CMA/RMR",Zone 2 - Southern,
61401,DALHOUSIE & QUEEN,0,DALHOUSIE & QUEEN,BRANTFORD,ONTARIO,,-5,43.13928,-80.26588,212,1976-01-01,1980-12-31,,,N,,,,,,,,,,,,,,,T,MU,P4,R,na,Brantford (ON.),29. Brant,"Brantford, CY 29 006","543. Brantford, CMA/RMR",Zone 2 - Southern,
61402,324 GRAND RIVER AVE. _Brantford_,1,324 GRAND RIVER AVE.,BRANTFORD,ONTARIO,N3T 1K2,-5,43.13861,-80.29264,205,2004-01-01,,,5,N,,,X,X,X,X,X,,,,,,,,PE,MU,P4,I,NE,Brantford (ON.),29. Brant,"Brantford, CY 29 006","543. Brantford, CMA/RMR",Zone 2 - Southern,
61501,WEBER PARK,0,EDNA & FREDERICK,KITCHENER,ONTARIO,,-5,43.45778,-80.47222,327,1976-01-01,2014-12-31,,,N,,,,,,,,,,,,,,,PE,LU,P5,R,na,Kitchener (ON.),30. Waterloo,"Kitchener, CY 30 013","541. Kitchener - Cambridge - Waterloo, CMA/RMR",Zone 2 - Southern,
61502,WEST AVE. & HOMEWOOD _KITCHENER_,1,WEST AVE. & HOMEWOOD,KITCHENER,ONTARIO,N2M 1X1,-5,43.44383,-80.50381,325,1990-01-01,,,5,N,,,X,X,X,X,X,,,,,X,,,PE,LU,P5,R,NE,Kitchener (ON.),30. Waterloo,"Kitchener, CY 30 013","541. Kitchener - Cambridge - Waterloo, CMA/RMR",Zone 2 - Southern,
61601,REBECCA & WOODSIDE,0,REBECCA & WOODSIDE,OAKVILLE,ONTARIO,,-5,43.4175,-79.69917,84,1977-01-01,1980-12-31,,,N,,,,,,,,,,,,,,,PE,LU,P4,R,na,Toronto (ON.),24. Halton,"Oakville, T 24 001","535. Toronto, CMA/RMR",Zone 2 - Southern,
61602,BRONTE RD. & WOBURN CRES. _OAKVILLE_,0,BRONTE RD. & WOBURN CRES.,OAKVILLE,ONTARIO,,-5,43.400621,-79.727495,90,1980-01-01,2002-12-31,61603,,N,,,,,,,,,,,,,,,PE,LU,P4,R,na,Toronto (ON.),24. Halton,"Oakville, T 24 001","535. Toronto, CMA/RMR",Zone 2 - Southern,
61603,"8TH LINE/GLENASHTON DR., HALTON RESERVE",1,"8TH LINE AND GLENASHTON DR., HALTON RESERVOIR",OAKVILLE,ONTARIO,L6H 7E7,-5,43.48692,-79.70228,165,2003-01-01,,61602,12,N,,,X,X,X,X,X,,,,,,,,PE,LU,P4,R,NE,Toronto (ON.),24. Halton,"Oakville, T 24 001","535. Toronto, CMA/RMR",Zone 2 - Southern,
61701,RITSON RD. & OLIVE AVE. _Oshawa_,0,RITSON RD. & OLIVE AVE.,OSHAWA,ONTARIO,,-5,43.88908,-78.84996,99,1979-01-01,2008-12-31,61702,,N,,,X,,,X,X,,,,,,,,PE,LU,P5,R,na,Oshawa (ON.),18. Durham,"Oshawa, CY 18 013","532. Oshawa, CMA/RMR",Zone 2 - Southern,
61702,DURHAM COLLEGE,0,2000 SIMCOE STREET NORTH,OSHAWA,ONTARIO,L1H 7K4,-5,43.94594,-78.89492,155,2005-01-01,2017-12-31,61701,7,N,,,X,X,X,X,X,,,,,,,,T,LU,P4,R,NE,Oshawa (ON.),18. Durham,"Oshawa, CY 18 013","532. Oshawa, CMA/RMR",Zone 2 - Southern,
61703,OSHAWA,1,"BRITANNIA AVE W, UofONTARIO PROPERTY",OSHAWA,ONTARIO,L1H 7K4,-5,43.95222,-78.9125,162,2018-01-01,,"61702, 61701",,N,,,X,X,X,X,X,,,,,,,,PE,LU,P3,F,,,,,,Zone 2 - Southern,
61801,FARQUHAR & WYNDHAM,0,FARQUHAR & WYNDHAM,GUELPH,ONTARIO,,-5,43.54333,-80.24667,332,1980-01-01,1985-12-31,,,N,,,,,,,,,,,,,,,T,LU,P4,R,na,Guelph (ON.),23. Wellington,"Guelph, CY 23 008","550. Guelph, CMA/RMR",Zone 2 - Southern,
61802,EXHIBITION PARK ARENA _GUELPH_,1,EXHIBITION PARK & CLARK ST. W.,GUELPH,ONTARIO,N1H 1R3,-5,43.551636,-80.264156,330,1986-01-01,,,4,N,,,X,X,X,X,X,,,,,,,,PE,LU,P4,R,NE,Guelph (ON.),23. Wellington,"Guelph, CY 23 008","550. Guelph, CMA/RMR",Zone 2 - Southern,
61901,WALPOLE ISLAND,0,WALPOLE ISLAND,WALPOLE ISLAND,ONTARIO,,-5,42.53833,-82.41111,174,1988-01-01,1995-04-03,,,N,,,,,,,,,,,,,,,RB,SU,P1,A,na,Wallaceburg (ON.),36. Chatham-Kent,"Chatham-Kent, MU 36 020","556. Chatham-Kent, CA/AR",Zone 2 - Southern,
61902,BEAR CREEK/WALLACEBURG,0,8147 MEADOWVALE LINE,CHATHAM-KENT,ONTARIO,,-5,42.53558,-82.3897,175,,2012-12-01,,,N,,,,,,,,,,,,,,,RB,SU,P2,F,UR,Wallaceburg (ON.),36. Chatham-Kent,"Chatham-Kent, MU 36 020","556. Chatham-Kent, CA/AR",Zone 2 - Southern,
62001,CHIPPEWA ST. - DND _NorTH Bay_,1,540 CHIPPEWA ST. W./Dept. of National Defence,NORTH BAY,ONTARIO,P1B 9E7,-5,46.32323,-79.44928,219,1988-01-01,,,4,N,,,X,X,X,X,X,,,,,,,,PE,MU,P3,R,NE,North Bay (ON.),48. Nipissing,"North Bay, CY 48 044","575. North Bay, CA/AR",Zone 1 - Northern,
62101,COLLEGE OF AGRIC.,0,COLLEGE OF AGRIC.,HURON PARK,ONTARIO,,-5,43.28333,-81.5,251,1980-01-01,1991-12-31,,,N,,,,,,,,,,,,,,,RB,NU,P2,A,na,none,40. Huron,"South Huron, MU 40 005",,Zone 2 - Southern,
62201,MOE WATER PUMP STN. _Merlin_,0,MOE WATER PUMP STN.,MERLIN,ONTARIO,,-5,42.24407,-82.22301,191,1980-01-01,2004-12-31,,,N,,,,,,X,X,,,,,,,,RB,NU,P2,A,na,none,36. Chatham-Kent,"Chatham-Kent, MU 36 020","556. Chatham-Kent, CA/AR",Zone 2 - Southern,
62301,PUB. BLDG.,0,PUB. BLDG.,THEDFORD,ONTARIO,,-5,43.1646,-81.8574,206,,,,,N,,,,,,,,,,,,,,,RB,NU,P2,A,na,none,38. Lambton,"Lambton Shores, MU 38 040",,Zone 2 - Southern,
62401,PUC BLDG.,0,PUC BLDG.,PARKHILL,ONTARIO,,-5,43.16667,-81.68333,203,1983-01-01,2001-12-31,,,N,,,,,,,,,,,,,,,RB,NU,P2,A,na,none,39. Middlesex,"North Middlesex, 39 041",,Zone 2 - Southern,
62501,TIVERTON _Tiverton_,1,BRUCE NUCLEAR VISITOR CTR,TIVERTON,ONTARIO,N0G 2T0,-5,44.31447,-81.54972,226,1980-01-01,,,4,N,,,,,,X,X,,,,,,,,RB,NU,P1,A,RE,none,41. Bruce,"Kincardine, MU 41 024",,Zone 2 - Southern,
62601,EXPERIMENTAL FARM _SIMCOE_,1,EXPERIMENTAL FARM,SIMCOE,ONTARIO,N3Y 4K3,-5,42.85685,-80.26964,236,1980-01-01,,,4,N,X,,X,X,X,X,X,,X,X,X,X,X,X,RB,SU,P2,A,UR,Simcoe (ON.),28. Haldimand-Norfolk,"Norfolk Country, CY 28 052","547. Norfolk, CA/AR",Zone 2 - Southern,1
62701,PROVINCIAL PARK _Long Point_,0,PROVINCIAL PARK,LONG POINT,ONTARIO,,-5,42.58333,-80.38333,173,1980-01-01,2001-12-31,65301,,N,,,,,,,,,,,,,,,RB,NU,P1,W,na,none,28. Haldimand-Norfolk,"Norfolk Country, CY 28 052","547. Norfolk, CA/AR",Zone 2 - Southern,
62801,WEBER & UNIVERSITY,0,WEBER & UNIVERSITY,WATERLOO,ONTARIO,,-5,43.48333,-80.51667,320,1988-01-01,1991-12-31,,,N,,,,,,,,,,,,,,,PE,LU,P4,I,na,Kitchener (ON.),30. Waterloo,"Waterloo, CY 30 016","541. Kitchener - Cambridge - Waterloo, CMA/RMR",Zone 2 - Southern,
62901,ALLENDALE AVE.,0,ALLENDALE AVE.,NIAGARA FALLS,ONTARIO,,-5,43.08333,-79.08333,196,1988-01-01,1993-12-31,,,N,,,,,,,,,,,,,,,PE,MU,P3,I,na,St. Catharines - Niagara Falls (ON.),26. Niagara,"Niagara Falls, CY 26 043","539. St. Catharines - Niagara, CMR/RMR",Zone 2 - Southern,
62902,STANLEY/HWY 405,0,STANLEY/HWY 405,NIAGARA FALLS,ONTARIO,,-5,43.1,-79.08333,182,1993-01-01,1996-12-31,,,N,,,,,,,,,,,,,,,PE,MU,P4,R,na,St. Catharines - Niagara Falls (ON.),26. Niagara,"Niagara Falls, CY 26 043","539. St. Catharines - Niagara, CMR/RMR",Zone 2 - Southern,
63001,HWY 2 & NORTH SHORE BLVD. _BURLINGTON_,1,"NORTH SHORE BLVD E. AND LAKESHORE RD.,",BURLINGTON,ONTARIO,L7S 1A8,-5,43.314575,-79.802756,78,1980-01-01,,,5,N,,,X,X,X,X,X,,,,,,,,PE,LU,P3,C,NE,Hamilton (ON.),24. Halton,"Burlington, CY 24 002","537. Hamilton, CMA/RMR",Zone 2 - Southern,
63101,509 VICTORIA STREET E.,0,509 VICTORIA STREET E.,ALLISTON,ONTARIO,,-5,44.15,-79.85,219,1981-01-01,1994-12-31,,,N,,,,,,,,,,,,,,,PS,SU,P3,I,na,Alliston (ON.),43. Simcoe,"New Tecumseth, T 43 007","535. Toronto, CMA/RMR",Zone 2 - Southern,
63201,HWY 47 & HWY 48 _YORK_REGION_,0,HWY 47 & HWY 48,STOUFFVILLE,ONTARIO,,-5,43.96458,-79.26607,257,1980-01-01,2005-12-31,65101,,N,,,,,,X,,X,,,,,,,PE,MU,P3,I,na,Stouffville (ON.),19. York,"Whitchurch-Stouffville, T 19 044","535. Toronto, CMA/RMR",Zone 2 - Southern,
63301,HWY 117 & PAINT LAKE ROAD _DORSET_,1,DISTRICT ROAD 117 AND PAINT LAKE RD.,DORSET,ONTARIO,P0A,-5,45.224278,-78.932944,318,1981-01-01,,,3,N,,,,,,X,X,,,,,,,,RB,NU,P1,F,RE,none,44. Muskoka,"Lake of Bays, TP 44 027",,Zone 2 - Southern,
63401,HAWKEYE LAKE,0,HAWKEYE LAKE,HAWKEYE LAKE,ONTARIO,,-5,48.66667,-89.48333,437,1983-01-01,1991-12-31,,,N,,,,,,,,,,,,,,,RB,NU,P1,F,na,none,58. Thunder Bay,"Thunder Bay, CY 58 004","595. Thunder Bay, CMA/RMR",Zone 1 - Northern,
63501,HIGH FALLS,0,HIGH FALLS ROAD,HIGH FALLS,ONTARIO,,-5,46.3807,-81.5448,219,1984-01-01,1986-12-31,,,N,,,,,,,,,,,,,,,RB,NU,P1,F,na,none,53. Greater Sudbury / Grand Sudbury,"Greater Sudbury / Grand Sudbury, C 53 005","580. Greater Sudbury / Grand Sudbury, CMA/RMR",Zone 2 - Southern,
63601,LONGWOODS CONS. AUTHORITY,1,LONGWOODS CONS. AUTHORITY,LONGWOODS,ONTARIO,N0L  ,-5,42.88333,-81.48333,240,1988-01-01,,,4,C,,,,,,,,,,,,X,,,RB,NU,P3,A,na,none,39. Middlesex,"Strathroy-Caradoc, B 39 015","555. London, CMA/RMR",Zone 2 - Southern,
63701,"POINT BLAKE ""CONSERVATION AREA"" _Grand Bend_",1,POINT BLAKE CONSERVATION AREA,GRAND BEND,ONTARIO,N0M 1T0,-5,43.333186,-81.742822,185,1993-01-01,,,5,N,,,X,X,X,X,X,,,,,,,,RB,SU,P2,R,UR,Grand Bend (ON.),40. Huron,"South Huron, MU 40 005",,Zone 2 - Southern,
63801,NANTICOKE VILLAGE,0,RAINHAM RD (NEAR STELCO GATE),NANTICOKE,ONTARIO,,-5,42.81667,-80.08333,185,1993-01-01,1994-08-05,,,N,,,,,,,,,,,,,,,RB,NU,P1,A,na,none,28. Haldimand-Norfolk,"Norfolk Country, CY 28 052","547. Norfolk, CA/AR",Zone 2 - Southern,
63802,SOUTH WALPOLE,0,"WALPOLE S. PS, SANDUSK RD.",NANTICOKE,ONTARIO,,-5,42.83333,-80.03333,190,1993-01-01,?,,,N,,,,,,,,,,,,,,,RB,NU,P2,A,na,none,28. Haldimand-Norfolk,"Norfolk Country, CY 28 052","547. Norfolk, CA/AR",Zone 2 - Southern,
